company,grant_year,n_patents,mean_quality,n_high,tk
Teleflex Incorporated,2002,10,0.34784976,0.0,TFX
Teleflex Incorporated,2003,6,0.4159341,1.0,TFX
Teleflex Incorporated,2004,5,0.49770442,1.0,TFX
Teleflex Incorporated,2005,4,0.43008798,1.0,TFX
Teleflex Incorporated,2006,2,0.54287565,2.0,TFX
Teleflex Incorporated,2007,2,0.30516666,0.0,TFX
Teleflex Incorporated,2009,2,0.3454135,0.0,TFX
Tenaris Connections Limited,2005,2,0.25329772,0.0,TS
Tenaris Connections Limited,2007,3,0.3458736,0.0,TS
Tenaris Connections Limited,2008,1,0.40477145,0.0,TS
Tenaris Connections Limited,2009,1,0.40591705,0.0,TS
Tenaris Connections Limited,2010,2,0.24920848,2.0,TS
Tenaris Connections Limited,2011,4,0.33478284,3.0,TS
Tenaris Connections Limited,2012,9,0.55686486,5.0,TS
Tenaris Connections Limited,2013,4,0.31215373,1.0,TS
Tenaris Connections Limited,2014,8,0.5922161,1.0,TS
Tenaris Connections Limited,2015,4,0.6575693,3.0,TS
Tenaris Connections Limited,2016,5,0.72164595,2.0,TS
"Teradyne, Inc.",2000,16,0.58559364,6.0,TER
"Teradyne, Inc.",2001,19,0.51967204,4.0,TER
"Teradyne, Inc.",2002,36,0.60554945,12.0,TER
"Teradyne, Inc.",2003,48,0.6074476,13.0,TER
"Teradyne, Inc.",2004,50,0.59684485,17.0,TER
"Teradyne, Inc.",2005,31,0.4535805,3.0,TER
"Teradyne, Inc.",2006,32,0.47944233,4.0,TER
"Teradyne, Inc.",2007,22,0.50049007,4.0,TER
"Teradyne, Inc.",2008,26,0.49046305,1.0,TER
"Teradyne, Inc.",2009,36,0.4890446,0.0,TER
"Teradyne, Inc.",2010,22,0.5751315,2.0,TER
"Teradyne, Inc.",2011,31,0.7135806,1.0,TER
"Teradyne, Inc.",2012,18,0.75422347,1.0,TER
"Teradyne, Inc.",2013,20,0.6929757,0.0,TER
"Teradyne, Inc.",2014,17,0.66938734,1.0,TER
"Teradyne, Inc.",2015,14,0.58915,1.0,TER
"Teradyne, Inc.",2016,11,0.5643777,1.0,TER
"Teradyne, Inc.",2017,14,0.5935338,2.0,TER
"Teradyne, Inc.",2018,13,0.56289685,2.0,TER
"Teradyne, Inc.",2019,12,0.65455866,0.0,TER
"Teradyne, Inc.",2020,13,0.7519916,0.0,TER
"Teradyne, Inc.",2021,21,0.6350308,0.0,TER
"Teradyne, Inc.",2022,29,0.5963619,0.0,TER
"Teradyne, Inc.",2023,6,0.73067194,0.0,TER
"Teradyne, Inc.",2024,13,0.7554188,0.0,TER
"Teradyne, Inc.",2025,6,0.63283795,0.0,TER
"Terex USA, LLC",2010,2,0.3818698,0.0,TEX
"Terex USA, LLC",2011,5,0.33280712,0.0,TEX
"Terex USA, LLC",2012,7,0.29303193,0.0,TEX
"Terex USA, LLC",2013,5,0.35519406,0.0,TEX
"Terex USA, LLC",2014,7,0.2787423,0.0,TEX
"Terex USA, LLC",2015,5,0.29461804,0.0,TEX
"Terex USA, LLC",2016,4,0.3143788,0.0,TEX
"Terex USA, LLC",2017,3,0.33388782,0.0,TEX
"Terex USA, LLC",2018,3,0.29592678,0.0,TEX
"Terex USA, LLC",2019,4,0.20050946,0.0,TEX
"Terex USA, LLC",2020,6,0.28458026,0.0,TEX
"Terex USA, LLC",2021,3,0.27775154,0.0,TEX
"Terex USA, LLC",2022,5,0.25416747,0.0,TEX
"Terex USA, LLC",2023,6,0.29785505,0.0,TEX
"Terex USA, LLC",2024,6,0.31137517,0.0,TEX
"Terex USA, LLC",2025,4,0.32838964,0.0,TEX
Texas Instruments Incorporated,2000,686,0.556422,139.0,TXN
Texas Instruments Incorporated,2001,798,0.5592476,160.0,TXN
Texas Instruments Incorporated,2002,717,0.5635196,155.0,TXN
Texas Instruments Incorporated,2003,763,0.56546474,154.0,TXN
Texas Instruments Incorporated,2004,899,0.56173205,124.0,TXN
Texas Instruments Incorporated,2005,734,0.457042,92.0,TXN
Texas Instruments Incorporated,2006,880,0.45008123,86.0,TXN
Texas Instruments Incorporated,2007,749,0.45338342,66.0,TXN
Texas Instruments Incorporated,2008,755,0.43906862,37.0,TXN
Texas Instruments Incorporated,2009,649,0.4329667,49.0,TXN
Texas Instruments Incorporated,2010,827,0.43513682,63.0,TXN
Texas Instruments Incorporated,2011,789,0.42765567,59.0,TXN
Texas Instruments Incorporated,2012,825,0.42884144,75.0,TXN
Texas Instruments Incorporated,2013,739,0.40581504,35.0,TXN
Texas Instruments Incorporated,2014,827,0.41097587,48.0,TXN
Texas Instruments Incorporated,2015,804,0.40963686,43.0,TXN
Texas Instruments Incorporated,2016,886,0.41269806,54.0,TXN
Texas Instruments Incorporated,2017,923,0.40111792,46.0,TXN
Texas Instruments Incorporated,2018,785,0.4168266,69.0,TXN
Texas Instruments Incorporated,2019,896,0.5286489,0.0,TXN
Texas Instruments Incorporated,2020,1149,0.54380876,0.0,TXN
Texas Instruments Incorporated,2021,975,0.5557187,0.0,TXN
Texas Instruments Incorporated,2022,912,0.568369,0.0,TXN
Texas Instruments Incorporated,2023,979,0.57556605,0.0,TXN
Texas Instruments Incorporated,2024,967,0.5771657,0.0,TXN
Texas Instruments Incorporated,2025,804,0.5739081,0.0,TXN
Textron Inc.,2000,19,0.4250264,0.0,TXT
Textron Inc.,2001,12,0.42652825,1.0,TXT
Textron Inc.,2002,11,0.4516492,1.0,TXT
Textron Inc.,2003,18,0.40242127,1.0,TXT
Textron Inc.,2004,17,0.40018383,0.0,TXT
Textron Inc.,2005,12,0.42077294,1.0,TXT
Textron Inc.,2006,19,0.47106642,2.0,TXT
Textron Inc.,2007,16,0.45052475,0.0,TXT
Textron Inc.,2008,17,0.48984376,1.0,TXT
Textron Inc.,2009,8,0.52930874,1.0,TXT
Textron Inc.,2010,4,0.5056838,0.0,TXT
Textron Inc.,2012,2,0.61785877,0.0,TXT
Textron Inc.,2013,2,0.4709649,0.0,TXT
Textron Inc.,2014,3,0.45313933,0.0,TXT
Textron Inc.,2015,3,0.42655957,0.0,TXT
Textron Inc.,2016,6,0.45443735,0.0,TXT
Textron Inc.,2017,4,0.5263262,0.0,TXT
Textron Inc.,2018,1,0.46020705,0.0,TXT
Textron Inc.,2020,7,0.35931197,0.0,TXT
Textron Inc.,2021,7,0.36395094,0.0,TXT
Textron Inc.,2022,2,0.5151913,0.0,TXT
Textron Inc.,2023,4,0.43799055,0.0,TXT
Textron Inc.,2024,5,0.3769762,0.0,TXT
Textron Inc.,2025,7,0.58147424,0.0,TXT
Textron Innovations Inc.,2006,2,0.30924204,0.0,TXT
Textron Innovations Inc.,2007,5,0.42550135,0.0,TXT
Textron Innovations Inc.,2008,1,0.53061044,0.0,TXT
Textron Innovations Inc.,2009,3,0.50328916,0.0,TXT
Textron Innovations Inc.,2010,11,0.5225308,2.0,TXT
Textron Innovations Inc.,2011,16,0.34832466,0.0,TXT
Textron Innovations Inc.,2012,39,0.36433497,1.0,TXT
Textron Innovations Inc.,2013,39,0.4031205,4.0,TXT
Textron Innovations Inc.,2014,63,0.35548234,0.0,TXT
Textron Innovations Inc.,2015,69,0.39790797,11.0,TXT
Textron Innovations Inc.,2016,54,0.43278864,4.0,TXT
Textron Innovations Inc.,2017,37,0.47968242,3.0,TXT
Textron Innovations Inc.,2018,33,0.5100621,4.0,TXT
Textron Innovations Inc.,2019,46,0.3767983,0.0,TXT
Textron Innovations Inc.,2020,148,0.38626757,0.0,TXT
Textron Innovations Inc.,2021,206,0.39031968,0.0,TXT
Textron Innovations Inc.,2022,228,0.37122816,0.0,TXT
Textron Innovations Inc.,2023,245,0.40507373,0.0,TXT
Textron Innovations Inc.,2024,175,0.39564082,0.0,TXT
Textron Innovations Inc.,2025,174,0.37885064,0.0,TXT
Textron Systems Corporation,2000,1,0.23881543,0.0,TXT
Textron Systems Corporation,2001,7,0.48951754,1.0,TXT
Textron Systems Corporation,2002,8,0.70145166,0.0,TXT
Textron Systems Corporation,2003,5,0.6601236,2.0,TXT
Textron Systems Corporation,2004,12,0.57065433,3.0,TXT
Textron Systems Corporation,2005,7,0.47461993,1.0,TXT
Textron Systems Corporation,2006,6,0.6436746,0.0,TXT
Textron Systems Corporation,2007,3,0.4782401,0.0,TXT
Textron Systems Corporation,2008,6,0.60181445,0.0,TXT
Textron Systems Corporation,2009,2,0.50028324,0.0,TXT
Textron Systems Corporation,2010,6,0.4342072,0.0,TXT
Textron Systems Corporation,2011,4,0.56921,0.0,TXT
Textron Systems Corporation,2012,4,0.45213062,0.0,TXT
Textron Systems Corporation,2013,3,0.46322653,0.0,TXT
Textron Systems Corporation,2014,2,0.45572126,0.0,TXT
Textron Systems Corporation,2015,2,0.36125073,0.0,TXT
Textron Systems Corporation,2020,2,0.34395927,0.0,TXT
Textron Systems Corporation,2021,4,0.4975914,0.0,TXT
Textron Systems Corporation,2022,5,0.45153672,0.0,TXT
Textron Systems Corporation,2023,12,0.36810318,0.0,TXT
Textron Systems Corporation,2024,5,0.44490132,0.0,TXT
Textron Systems Corporation,2025,7,0.35512108,0.0,TXT
The Andersons Inc.,2000,1,0.33922118,0.0,ANDE
The Andersons Inc.,2010,4,0.22963242,1.0,ANDE
The Andersons Inc.,2011,3,0.3511344,2.0,ANDE
The Andersons Inc.,2012,3,0.31722203,0.0,ANDE
The Andersons Inc.,2013,8,0.33879328,0.0,ANDE
The Andersons Inc.,2015,3,0.38427076,0.0,ANDE
The Andersons Inc.,2016,1,0.61231154,0.0,ANDE
The Andersons Inc.,2017,4,0.32560858,0.0,ANDE
The Andersons Inc.,2018,3,0.39803764,0.0,ANDE
The Andersons Inc.,2021,2,0.17851706,0.0,ANDE
The Andersons Inc.,2022,1,0.30786175,0.0,ANDE
The Andersons Inc.,2023,1,0.19455844,0.0,ANDE
The Boeing Company,2000,136,0.39458433,8.0,BA
The Boeing Company,2001,162,0.41243905,8.0,BA
The Boeing Company,2002,199,0.41590703,16.0,BA
The Boeing Company,2003,266,0.43243733,32.0,BA
The Boeing Company,2004,420,0.45127553,36.0,BA
The Boeing Company,2005,403,0.41190448,35.0,BA
The Boeing Company,2006,476,0.4445995,37.0,BA
The Boeing Company,2007,429,0.44278646,46.0,BA
The Boeing Company,2008,419,0.44967967,44.0,BA
The Boeing Company,2009,530,0.43491554,47.0,BA
The Boeing Company,2010,655,0.44017738,66.0,BA
The Boeing Company,2011,692,0.43976003,65.0,BA
The Boeing Company,2012,672,0.45371136,61.0,BA
The Boeing Company,2013,788,0.47494388,63.0,BA
The Boeing Company,2014,896,0.46311396,114.0,BA
The Boeing Company,2015,973,0.46887916,118.0,BA
The Boeing Company,2016,1051,0.457133,96.0,BA
The Boeing Company,2017,1170,0.45176163,96.0,BA
The Boeing Company,2018,1226,0.45937786,101.0,BA
The Boeing Company,2019,1389,0.45028374,0.0,BA
The Boeing Company,2020,1454,0.45886773,0.0,BA
The Boeing Company,2021,1279,0.45647112,0.0,BA
The Boeing Company,2022,1096,0.43365264,0.0,BA
The Boeing Company,2023,839,0.42608094,0.0,BA
The Boeing Company,2024,807,0.44387224,0.0,BA
The Boeing Company,2025,801,0.4485074,0.0,BA
The Clorox Company,2000,17,0.27696416,1.0,CLX
The Clorox Company,2001,15,0.31505203,0.0,CLX
The Clorox Company,2002,15,0.2818776,2.0,CLX
The Clorox Company,2003,8,0.37149197,2.0,CLX
The Clorox Company,2004,2,0.51313686,0.0,CLX
The Clorox Company,2005,13,0.48362303,3.0,CLX
The Clorox Company,2006,18,0.48084545,2.0,CLX
The Clorox Company,2007,13,0.41899827,3.0,CLX
The Clorox Company,2008,19,0.3772597,1.0,CLX
The Clorox Company,2009,26,0.42676032,6.0,CLX
The Clorox Company,2010,23,0.4699382,2.0,CLX
The Clorox Company,2011,19,0.45608434,3.0,CLX
The Clorox Company,2012,16,0.49816212,0.0,CLX
The Clorox Company,2013,22,0.4784462,3.0,CLX
The Clorox Company,2014,19,0.5750667,5.0,CLX
The Clorox Company,2015,21,0.5002391,7.0,CLX
The Clorox Company,2016,16,0.5834493,5.0,CLX
The Clorox Company,2017,16,0.53599423,1.0,CLX
The Clorox Company,2018,22,0.59036756,1.0,CLX
The Clorox Company,2019,26,0.4948026,0.0,CLX
The Clorox Company,2020,15,0.52869904,0.0,CLX
The Clorox Company,2021,19,0.4510741,0.0,CLX
The Clorox Company,2022,16,0.52649933,0.0,CLX
The Clorox Company,2023,19,0.55327547,0.0,CLX
The Clorox Company,2024,13,0.48873585,0.0,CLX
The Clorox Company,2025,9,0.5080341,0.0,CLX
The Coca-Cola Company,2000,25,0.42053783,2.0,KO
The Coca-Cola Company,2001,36,0.4774492,2.0,KO
The Coca-Cola Company,2002,28,0.5087777,2.0,KO
The Coca-Cola Company,2003,28,0.49741915,4.0,KO
The Coca-Cola Company,2004,18,0.473136,1.0,KO
The Coca-Cola Company,2005,4,0.41715914,0.0,KO
The Coca-Cola Company,2006,9,0.50101405,2.0,KO
The Coca-Cola Company,2007,5,0.48157096,1.0,KO
The Coca-Cola Company,2008,5,0.47677788,0.0,KO
The Coca-Cola Company,2009,10,0.4324116,2.0,KO
The Coca-Cola Company,2010,17,0.44964933,5.0,KO
The Coca-Cola Company,2011,21,0.5785231,3.0,KO
The Coca-Cola Company,2012,27,0.60767883,6.0,KO
The Coca-Cola Company,2013,27,0.5826614,2.0,KO
The Coca-Cola Company,2014,37,0.6449096,5.0,KO
The Coca-Cola Company,2015,47,0.522534,12.0,KO
The Coca-Cola Company,2016,25,0.57305884,1.0,KO
The Coca-Cola Company,2017,24,0.57978225,2.0,KO
The Coca-Cola Company,2018,17,0.6834321,5.0,KO
The Coca-Cola Company,2019,40,0.39368275,0.0,KO
The Coca-Cola Company,2020,47,0.41154173,0.0,KO
The Coca-Cola Company,2021,37,0.45841417,0.0,KO
The Coca-Cola Company,2022,36,0.39137578,0.0,KO
The Coca-Cola Company,2023,33,0.3871795,0.0,KO
The Coca-Cola Company,2024,27,0.46161607,0.0,KO
The Coca-Cola Company,2025,35,0.36569944,0.0,KO
The Eastern Company,2000,2,0.49551398,0.0,EML
The Eastern Company,2001,4,0.5159978,0.0,EML
The Eastern Company,2002,6,0.6267965,4.0,EML
The Eastern Company,2003,5,0.6656364,2.0,EML
The Eastern Company,2004,1,0.68880475,0.0,EML
The Eastern Company,2005,2,0.68920827,1.0,EML
The Eastern Company,2006,3,0.75309163,1.0,EML
The Eastern Company,2007,3,0.7818368,1.0,EML
The Eastern Company,2008,5,0.7458437,0.0,EML
The Eastern Company,2009,1,0.5743554,0.0,EML
The Eastern Company,2010,2,0.8604276,1.0,EML
The Eastern Company,2011,2,0.7509827,0.0,EML
The Eastern Company,2012,2,0.73356473,0.0,EML
The Eastern Company,2013,2,0.6100946,0.0,EML
The Eastern Company,2014,5,0.66374594,1.0,EML
The Eastern Company,2015,1,0.6221324,0.0,EML
The Eastern Company,2016,4,0.62681514,0.0,EML
The Eastern Company,2017,5,0.5704239,0.0,EML
The Eastern Company,2018,3,0.54376435,0.0,EML
The Eastern Company,2019,2,0.36623287,0.0,EML
The Eastern Company,2020,6,0.4168869,0.0,EML
The Eastern Company,2021,10,0.32996076,0.0,EML
The Eastern Company,2022,3,0.43610117,0.0,EML
The Eastern Company,2023,6,0.39116228,0.0,EML
The Eastern Company,2024,5,0.45944414,0.0,EML
The Eastern Company,2025,5,0.41384554,0.0,EML
The Procter & Gamble Company,2000,452,0.33066696,59.0,PG
The Procter & Gamble Company,2001,420,0.32115325,44.0,PG
The Procter & Gamble Company,2002,412,0.34088743,46.0,PG
The Procter & Gamble Company,2003,434,0.3386861,42.0,PG
The Procter & Gamble Company,2004,391,0.3307059,21.0,PG
The Procter & Gamble Company,2005,284,0.360042,25.0,PG
The Procter & Gamble Company,2006,269,0.36637893,19.0,PG
The Procter & Gamble Company,2007,211,0.36607817,22.0,PG
The Procter & Gamble Company,2008,205,0.3878057,16.0,PG
The Procter & Gamble Company,2009,193,0.3849362,27.0,PG
The Procter & Gamble Company,2010,330,0.4801898,39.0,PG
The Procter & Gamble Company,2011,318,0.4863263,32.0,PG
The Procter & Gamble Company,2012,383,0.51173586,60.0,PG
The Procter & Gamble Company,2013,439,0.5135397,56.0,PG
The Procter & Gamble Company,2014,419,0.50986356,46.0,PG
The Procter & Gamble Company,2015,385,0.5684359,36.0,PG
The Procter & Gamble Company,2016,390,0.5611138,42.0,PG
The Procter & Gamble Company,2017,461,0.5497668,58.0,PG
The Procter & Gamble Company,2018,444,0.57246864,70.0,PG
The Procter & Gamble Company,2019,541,0.48857144,0.0,PG
The Procter & Gamble Company,2020,625,0.50840086,0.0,PG
The Procter & Gamble Company,2021,542,0.57616955,0.0,PG
The Procter & Gamble Company,2022,444,0.5740427,0.0,PG
The Procter & Gamble Company,2023,477,0.5703776,0.0,PG
The Procter & Gamble Company,2024,559,0.56989175,0.0,PG
The Procter & Gamble Company,2025,420,0.5548357,0.0,PG
The Prudential Insurance Company of America,2005,1,0.5743333,0.0,PUK
The Prudential Insurance Company of America,2007,1,0.35898656,0.0,PUK
The Prudential Insurance Company of America,2008,2,0.5437128,2.0,PUK
The Prudential Insurance Company of America,2010,6,0.69523126,1.0,PUK
The Prudential Insurance Company of America,2011,4,0.74568695,0.0,PUK
The Prudential Insurance Company of America,2012,4,0.75429493,1.0,PUK
The Prudential Insurance Company of America,2013,8,0.71246815,0.0,PUK
The Prudential Insurance Company of America,2014,5,0.666283,2.0,PUK
The Prudential Insurance Company of America,2020,1,0.6784739,0.0,PUK
The Prudential Insurance Company of America,2021,4,0.6439373,0.0,PUK
The Prudential Insurance Company of America,2022,5,0.6815016,0.0,PUK
The Prudential Insurance Company of America,2023,9,0.69623494,0.0,PUK
The Prudential Insurance Company of America,2024,2,0.6590247,0.0,PUK
The Prudential Insurance Company of America,2025,6,0.6759704,0.0,PUK
The Sherwin-Williams Company,2000,5,0.2833561,0.0,SHW
The Sherwin-Williams Company,2001,7,0.24964322,0.0,SHW
The Sherwin-Williams Company,2002,7,0.28547892,1.0,SHW
The Sherwin-Williams Company,2003,9,0.39086944,2.0,SHW
The Sherwin-Williams Company,2004,6,0.41752672,1.0,SHW
The Sherwin-Williams Company,2005,7,0.3899853,0.0,SHW
The Sherwin-Williams Company,2006,12,0.3700762,1.0,SHW
The Sherwin-Williams Company,2007,4,0.37377983,0.0,SHW
The Sherwin-Williams Company,2008,10,0.4839264,0.0,SHW
The Sherwin-Williams Company,2009,4,0.3032816,0.0,SHW
The Sherwin-Williams Company,2010,7,0.48076364,0.0,SHW
The Sherwin-Williams Company,2011,9,0.29365703,0.0,SHW
The Sherwin-Williams Company,2012,8,0.31973618,0.0,SHW
The Sherwin-Williams Company,2013,6,0.37988886,0.0,SHW
The Sherwin-Williams Company,2014,12,0.3649384,1.0,SHW
The Sherwin-Williams Company,2015,9,0.32632717,0.0,SHW
The Sherwin-Williams Company,2016,9,0.34881577,0.0,SHW
The Sherwin-Williams Company,2017,7,0.48020792,0.0,SHW
The Sherwin-Williams Company,2018,16,0.40879583,0.0,SHW
The Sherwin-Williams Company,2019,38,0.4119015,0.0,SHW
The Sherwin-Williams Company,2020,28,0.38802892,0.0,SHW
The Sherwin-Williams Company,2021,20,0.42063633,0.0,SHW
The Sherwin-Williams Company,2022,12,0.520441,0.0,SHW
The Sherwin-Williams Company,2023,9,0.4256333,0.0,SHW
The Sherwin-Williams Company,2024,10,0.52286494,0.0,SHW
The Sherwin-Williams Company,2025,1,0.5552427,0.0,SHW
The Southern Company,2007,1,0.53753865,0.0,SO
The Southern Company,2008,1,0.30650643,0.0,SO
The Southern Company,2009,3,0.4490491,0.0,SO
The Southern Company,2010,4,0.42172247,0.0,SO
The Southern Company,2011,5,0.48933834,0.0,SO
The Southern Company,2012,5,0.39834923,0.0,SO
The Southern Company,2013,2,0.36101922,0.0,SO
The Southern Company,2014,6,0.4673384,2.0,SO
The Southern Company,2015,5,0.31999397,0.0,SO
The Southern Company,2016,3,0.39271697,0.0,SO
The Southern Company,2017,2,0.43058574,0.0,SO
The Southern Company,2019,2,0.48392063,0.0,SO
The Southern Company,2021,1,0.5440814,0.0,SO
The Southern Company,2023,1,0.53504413,0.0,SO
The Toronto-Dominion Bank,2012,1,0.692393,0.0,TD
The Toronto-Dominion Bank,2013,2,0.6972318,0.0,TD
The Toronto-Dominion Bank,2014,3,0.5863171,0.0,TD
The Toronto-Dominion Bank,2015,4,0.64223313,0.0,TD
The Toronto-Dominion Bank,2017,10,0.8049466,2.0,TD
The Toronto-Dominion Bank,2018,13,0.6750596,4.0,TD
The Toronto-Dominion Bank,2019,54,0.6458293,0.0,TD
The Toronto-Dominion Bank,2020,75,0.64424,0.0,TD
The Toronto-Dominion Bank,2021,96,0.64340216,0.0,TD
The Toronto-Dominion Bank,2022,128,0.6380637,0.0,TD
The Toronto-Dominion Bank,2023,127,0.6426153,0.0,TD
The Toronto-Dominion Bank,2024,147,0.65080285,0.0,TD
The Toronto-Dominion Bank,2025,125,0.6324882,0.0,TD
Thermo Fisher Scientific (Bremen) GmbH,2007,1,0.475027,0.0,TMO
Thermo Fisher Scientific (Bremen) GmbH,2008,1,0.2966034,0.0,TMO
Thermo Fisher Scientific (Bremen) GmbH,2010,2,0.66268146,0.0,TMO
Thermo Fisher Scientific (Bremen) GmbH,2011,6,0.5915769,1.0,TMO
Thermo Fisher Scientific (Bremen) GmbH,2012,4,0.43746257,2.0,TMO
Thermo Fisher Scientific (Bremen) GmbH,2013,14,0.38810712,1.0,TMO
Thermo Fisher Scientific (Bremen) GmbH,2014,25,0.3823,1.0,TMO
Thermo Fisher Scientific (Bremen) GmbH,2015,24,0.40705714,2.0,TMO
Thermo Fisher Scientific (Bremen) GmbH,2016,18,0.36168975,1.0,TMO
Thermo Fisher Scientific (Bremen) GmbH,2017,33,0.34321156,3.0,TMO
Thermo Fisher Scientific (Bremen) GmbH,2018,21,0.35844237,4.0,TMO
Thermo Fisher Scientific (Bremen) GmbH,2019,32,0.55737823,0.0,TMO
Thermo Fisher Scientific (Bremen) GmbH,2020,27,0.57422894,0.0,TMO
Thermo Fisher Scientific (Bremen) GmbH,2021,20,0.5844768,0.0,TMO
Thermo Fisher Scientific (Bremen) GmbH,2022,16,0.5427749,0.0,TMO
Thermo Fisher Scientific (Bremen) GmbH,2023,12,0.5175654,0.0,TMO
Thermo Fisher Scientific (Bremen) GmbH,2024,24,0.55013055,0.0,TMO
Thermo Fisher Scientific (Bremen) GmbH,2025,24,0.5625608,0.0,TMO
Thermo Fisher Scientific Inc.,2006,1,0.19167005,0.0,TMO
Thermo Fisher Scientific Inc.,2007,8,0.37080666,0.0,TMO
Thermo Fisher Scientific Inc.,2008,9,0.5259214,1.0,TMO
Thermo Fisher Scientific Inc.,2009,8,0.5074019,1.0,TMO
Thermo Fisher Scientific Inc.,2010,14,0.4479091,0.0,TMO
Thermo Fisher Scientific Inc.,2011,9,0.36341548,1.0,TMO
Thermo Fisher Scientific Inc.,2012,14,0.3817632,2.0,TMO
Thermo Fisher Scientific Inc.,2013,10,0.354503,0.0,TMO
Thermo Fisher Scientific Inc.,2014,16,0.34604877,0.0,TMO
Thermo Fisher Scientific Inc.,2015,11,0.41292134,1.0,TMO
Thermo Fisher Scientific Inc.,2016,9,0.46494144,2.0,TMO
Thermo Fisher Scientific Inc.,2017,16,0.4742333,1.0,TMO
Thermo Fisher Scientific Inc.,2018,13,0.48368418,2.0,TMO
Thermo Fisher Scientific Inc.,2019,9,0.40902323,0.0,TMO
Thermo Fisher Scientific Inc.,2020,10,0.66832054,0.0,TMO
Thermo Fisher Scientific Inc.,2021,7,0.39609227,0.0,TMO
Thermo Fisher Scientific Inc.,2022,3,0.34546104,0.0,TMO
Thermo Fisher Scientific Inc.,2023,5,0.42826223,0.0,TMO
Thermo Fisher Scientific Inc.,2024,7,0.33693925,0.0,TMO
Thermo Fisher Scientific Inc.,2025,2,0.49543035,0.0,TMO
"Thorley Industries, LLC",2010,5,0.5765139,0.0,THO
"Thorley Industries, LLC",2011,2,0.60395217,0.0,THO
"Thorley Industries, LLC",2012,4,0.8276686,2.0,THO
"Thorley Industries, LLC",2013,4,0.8695323,0.0,THO
"Thorley Industries, LLC",2014,8,0.7969105,1.0,THO
"Thorley Industries, LLC",2015,7,0.7355074,1.0,THO
"Thorley Industries, LLC",2016,5,0.80333567,0.0,THO
"Thorley Industries, LLC",2017,5,0.8674954,1.0,THO
"Thorley Industries, LLC",2018,2,0.7284341,1.0,THO
"Thorley Industries, LLC",2019,2,0.5486465,0.0,THO
"Thorley Industries, LLC",2020,1,0.43914658,0.0,THO
"Thorley Industries, LLC",2021,4,0.36357924,0.0,THO
"Thorley Industries, LLC",2023,7,0.44648838,0.0,THO
"Thorley Industries, LLC",2024,5,0.48746485,0.0,THO
"Titan Spine, LLC",2010,1,0.7310408,1.0,TWI
"Titan Spine, LLC",2012,1,0.9207396,1.0,TWI
"Titan Spine, LLC",2013,13,0.96327335,4.0,TWI
"Titan Spine, LLC",2014,4,0.9587039,2.0,TWI
"Titan Spine, LLC",2015,6,0.96602434,2.0,TWI
"Titan Spine, LLC",2016,5,0.9325088,3.0,TWI
"Titan Spine, LLC",2017,4,0.9448434,1.0,TWI
"Titan Spine, LLC",2018,2,0.7879616,1.0,TWI
"Titan Spine, LLC",2020,3,0.6742808,0.0,TWI
"Titan Spine, LLC",2021,3,0.882093,0.0,TWI
"Titan Spine, LLC",2022,3,0.828351,0.0,TWI
"Titan Spine, LLC",2023,2,0.8617209,0.0,TWI
"Titan Spine, LLC",2024,1,0.89399815,0.0,TWI
TransAct Technologies Incorporated,2001,3,0.29671243,0.0,TACT
TransAct Technologies Incorporated,2002,2,0.49144843,0.0,TACT
TransAct Technologies Incorporated,2003,3,0.47637224,1.0,TACT
TransAct Technologies Incorporated,2004,1,0.27424532,0.0,TACT
TransAct Technologies Incorporated,2005,7,0.5038214,1.0,TACT
TransAct Technologies Incorporated,2006,3,0.45528007,0.0,TACT
TransAct Technologies Incorporated,2007,2,0.36268988,0.0,TACT
TransAct Technologies Incorporated,2008,1,0.43433523,0.0,TACT
TransAct Technologies Incorporated,2009,1,0.67782223,1.0,TACT
TransAct Technologies Incorporated,2010,1,0.6862429,0.0,TACT
TransAct Technologies Incorporated,2011,2,0.5811597,0.0,TACT
TransAct Technologies Incorporated,2012,2,0.28741747,0.0,TACT
TransAct Technologies Incorporated,2014,1,0.49989364,0.0,TACT
TransAct Technologies Incorporated,2015,4,0.5565174,0.0,TACT
TransAct Technologies Incorporated,2016,3,0.46288332,0.0,TACT
TransAct Technologies Incorporated,2017,1,0.35330302,0.0,TACT
TransAct Technologies Incorporated,2019,2,0.35369492,0.0,TACT
TransAct Technologies Incorporated,2020,2,0.4133005,0.0,TACT
TransAct Technologies Incorporated,2021,5,0.41533828,0.0,TACT
TransAct Technologies Incorporated,2025,2,0.3265804,0.0,TACT
"Tri State Distribution, Inc.",2000,1,0.71380734,0.0,DSGR
"Tri State Distribution, Inc.",2002,1,0.46689713,1.0,DSGR
"Tri State Distribution, Inc.",2003,1,0.4705385,1.0,DSGR
"Tri State Distribution, Inc.",2004,1,0.39188164,0.0,DSGR
"Tri State Distribution, Inc.",2005,1,0.3710607,0.0,DSGR
"Tri State Distribution, Inc.",2006,5,0.46281233,0.0,DSGR
"Tri State Distribution, Inc.",2009,1,0.6144036,0.0,DSGR
"Tri State Distribution, Inc.",2010,1,0.61995924,0.0,DSGR
"Tri State Distribution, Inc.",2011,2,0.5453003,1.0,DSGR
"Tri State Distribution, Inc.",2012,3,0.60138154,0.0,DSGR
"Tri State Distribution, Inc.",2014,4,0.597103,1.0,DSGR
"Tri State Distribution, Inc.",2015,3,0.5872851,0.0,DSGR
